Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,086338,2013,03,26,,,
IDCJAC0010,086338,2013,03,27,,,
IDCJAC0010,086338,2013,03,28,,,
IDCJAC0010,086338,2013,03,29,,,
IDCJAC0010,086338,2013,03,30,,,
IDCJAC0010,086338,2013,03,31,,,
IDCJAC0010,086338,2013,04,01,,,
IDCJAC0010,086338,2013,04,02,,,
IDCJAC0010,086338,2013,04,03,,,
IDCJAC0010,086338,2013,04,04,,,
IDCJAC0010,086338,2013,04,05,,,
IDCJAC0010,086338,2013,04,06,,,
IDCJAC0010,086338,2013,04,07,,,
IDCJAC0010,086338,2013,04,08,,,
IDCJAC0010,086338,2013,04,09,,,
IDCJAC0010,086338,2013,04,10,,,
IDCJAC0010,086338,2013,04,11,,,
IDCJAC0010,086338,2013,04,12,,,
IDCJAC0010,086338,2013,04,13,,,
IDCJAC0010,086338,2013,04,14,,,
IDCJAC0010,086338,2013,04,15,,,
IDCJAC0010,086338,2013,04,16,,,
IDCJAC0010,086338,2013,04,17,,,
IDCJAC0010,086338,2013,04,18,,,
IDCJAC0010,086338,2013,04,19,,,
IDCJAC0010,086338,2013,04,20,,,
IDCJAC0010,086338,2013,04,21,,,
IDCJAC0010,086338,2013,04,22,,,
IDCJAC0010,086338,2013,04,23,,,
IDCJAC0010,086338,2013,04,24,,,
IDCJAC0010,086338,2013,04,25,,,
IDCJAC0010,086338,2013,04,26,,,
IDCJAC0010,086338,2013,04,27,,,
IDCJAC0010,086338,2013,04,28,,,
IDCJAC0010,086338,2013,04,29,,,
IDCJAC0010,086338,2013,04,30,,,
IDCJAC0010,086338,2013,05,01,,,
IDCJAC0010,086338,2013,05,02,,,
IDCJAC0010,086338,2013,05,03,,,
IDCJAC0010,086338,2013,05,04,,,
IDCJAC0010,086338,2013,05,05,,,
IDCJAC0010,086338,2013,05,06,,,
IDCJAC0010,086338,2013,05,07,,,
IDCJAC0010,086338,2013,05,08,,,
IDCJAC0010,086338,2013,05,09,,,
IDCJAC0010,086338,2013,05,10,,,
IDCJAC0010,086338,2013,05,11,,,
IDCJAC0010,086338,2013,05,12,,,
IDCJAC0010,086338,2013,05,13,,,
IDCJAC0010,086338,2013,05,14,,,
IDCJAC0010,086338,2013,05,15,,,
IDCJAC0010,086338,2013,05,16,,,
IDCJAC0010,086338,2013,05,17,,,
IDCJAC0010,086338,2013,05,18,,,
IDCJAC0010,086338,2013,05,19,,,
IDCJAC0010,086338,2013,05,20,,,
IDCJAC0010,086338,2013,05,21,,,
IDCJAC0010,086338,2013,05,22,,,
IDCJAC0010,086338,2013,05,23,,,
IDCJAC0010,086338,2013,05,24,,,
IDCJAC0010,086338,2013,05,25,,,
IDCJAC0010,086338,2013,05,26,,,
IDCJAC0010,086338,2013,05,27,,,
IDCJAC0010,086338,2013,05,28,,,
IDCJAC0010,086338,2013,05,29,,,
IDCJAC0010,086338,2013,05,30,,,
IDCJAC0010,086338,2013,05,31,,,
IDCJAC0010,086338,2013,06,01,15.8,1,Y
IDCJAC0010,086338,2013,06,02,15.7,1,Y
IDCJAC0010,086338,2013,06,03,14.8,1,Y
IDCJAC0010,086338,2013,06,04,15.0,1,Y
IDCJAC0010,086338,2013,06,05,14.6,1,Y
IDCJAC0010,086338,2013,06,06,17.3,1,Y
IDCJAC0010,086338,2013,06,07,14.5,1,Y
IDCJAC0010,086338,2013,06,08,15.7,1,Y
IDCJAC0010,086338,2013,06,09,14.4,1,Y
IDCJAC0010,086338,2013,06,10,16.9,1,Y
IDCJAC0010,086338,2013,06,11,14.8,1,Y
IDCJAC0010,086338,2013,06,12,13.3,1,Y
IDCJAC0010,086338,2013,06,13,12.8,1,Y
IDCJAC0010,086338,2013,06,14,13.8,1,Y
IDCJAC0010,086338,2013,06,15,14.2,1,Y
IDCJAC0010,086338,2013,06,16,14.1,1,Y
IDCJAC0010,086338,2013,06,17,11.6,1,Y
IDCJAC0010,086338,2013,06,18,14.8,1,Y
IDCJAC0010,086338,2013,06,19,14.1,1,Y
IDCJAC0010,086338,2013,06,20,14.9,1,Y
IDCJAC0010,086338,2013,06,21,15.0,1,Y
IDCJAC0010,086338,2013,06,22,12.7,1,Y
IDCJAC0010,086338,2013,06,23,12.3,1,Y
IDCJAC0010,086338,2013,06,24,12.3,1,Y
IDCJAC0010,086338,2013,06,25,16.4,1,Y
IDCJAC0010,086338,2013,06,26,17.6,1,Y
IDCJAC0010,086338,2013,06,27,18.2,1,Y
IDCJAC0010,086338,2013,06,28,16.4,1,Y
IDCJAC0010,086338,2013,06,29,13.3,1,Y
IDCJAC0010,086338,2013,06,30,18.3,1,Y
IDCJAC0010,086338,2013,07,01,17.9,1,Y
IDCJAC0010,086338,2013,07,02,18.8,1,Y
IDCJAC0010,086338,2013,07,03,16.2,1,Y
IDCJAC0010,086338,2013,07,04,16.8,1,Y
IDCJAC0010,086338,2013,07,05,14.1,1,Y
IDCJAC0010,086338,2013,07,06,15.6,1,Y
IDCJAC0010,086338,2013,07,07,13.6,1,Y
IDCJAC0010,086338,2013,07,08,13.9,1,Y
IDCJAC0010,086338,2013,07,09,13.6,1,Y
IDCJAC0010,086338,2013,07,10,15.3,1,Y
IDCJAC0010,086338,2013,07,11,16.3,1,Y
IDCJAC0010,086338,2013,07,12,17.3,1,Y
IDCJAC0010,086338,2013,07,13,15.4,1,Y
IDCJAC0010,086338,2013,07,14,16.3,1,Y
IDCJAC0010,086338,2013,07,15,18.5,1,Y
IDCJAC0010,086338,2013,07,16,16.8,1,Y
IDCJAC0010,086338,2013,07,17,18.7,1,Y
IDCJAC0010,086338,2013,07,18,23.8,1,Y
IDCJAC0010,086338,2013,07,19,16.9,1,Y
IDCJAC0010,086338,2013,07,20,9.9,1,Y
IDCJAC0010,086338,2013,07,21,10.7,1,Y
IDCJAC0010,086338,2013,07,22,14.7,1,Y
IDCJAC0010,086338,2013,07,23,12.9,1,Y
IDCJAC0010,086338,2013,07,24,14.0,1,Y
IDCJAC0010,086338,2013,07,25,12.5,1,Y
IDCJAC0010,086338,2013,07,26,15.0,1,Y
IDCJAC0010,086338,2013,07,27,14.2,1,Y
IDCJAC0010,086338,2013,07,28,18.6,1,Y
IDCJAC0010,086338,2013,07,29,19.2,1,Y
IDCJAC0010,086338,2013,07,30,14.4,1,Y
IDCJAC0010,086338,2013,07,31,15.0,1,Y
IDCJAC0010,086338,2013,08,01,14.1,1,Y
IDCJAC0010,086338,2013,08,02,14.2,1,Y
IDCJAC0010,086338,2013,08,03,13.3,1,Y
IDCJAC0010,086338,2013,08,04,13.7,1,Y
IDCJAC0010,086338,2013,08,05,15.9,1,Y
IDCJAC0010,086338,2013,08,06,16.0,1,Y
IDCJAC0010,086338,2013,08,07,13.8,1,Y
IDCJAC0010,086338,2013,08,08,13.4,1,Y
IDCJAC0010,086338,2013,08,09,12.2,1,Y
IDCJAC0010,086338,2013,08,10,17.9,1,Y
IDCJAC0010,086338,2013,08,11,16.3,1,Y
IDCJAC0010,086338,2013,08,12,14.1,1,Y
IDCJAC0010,086338,2013,08,13,16.5,1,Y
IDCJAC0010,086338,2013,08,14,14.4,1,Y
IDCJAC0010,086338,2013,08,15,16.9,1,Y
IDCJAC0010,086338,2013,08,16,17.9,1,Y
IDCJAC0010,086338,2013,08,17,15.7,1,Y
IDCJAC0010,086338,2013,08,18,17.6,1,Y
IDCJAC0010,086338,2013,08,19,12.8,1,Y
IDCJAC0010,086338,2013,08,20,12.7,1,Y
IDCJAC0010,086338,2013,08,21,14.1,1,Y
IDCJAC0010,086338,2013,08,22,15.1,1,Y
IDCJAC0010,086338,2013,08,23,14.8,1,Y
IDCJAC0010,086338,2013,08,24,16.5,1,Y
IDCJAC0010,086338,2013,08,25,17.3,1,Y
IDCJAC0010,086338,2013,08,26,19.4,1,Y
IDCJAC0010,086338,2013,08,27,20.3,1,Y
IDCJAC0010,086338,2013,08,28,22.4,1,Y
IDCJAC0010,086338,2013,08,29,23.8,1,Y
IDCJAC0010,086338,2013,08,30,19.1,1,Y
IDCJAC0010,086338,2013,08,31,22.2,1,Y
IDCJAC0010,086338,2013,09,01,23.4,1,Y
IDCJAC0010,086338,2013,09,02,18.8,1,Y
IDCJAC0010,086338,2013,09,03,24.2,1,Y
IDCJAC0010,086338,2013,09,04,24.1,1,Y
IDCJAC0010,086338,2013,09,05,19.7,1,Y
IDCJAC0010,086338,2013,09,06,15.2,1,Y
IDCJAC0010,086338,2013,09,07,17.9,1,Y
IDCJAC0010,086338,2013,09,08,16.8,1,Y
IDCJAC0010,086338,2013,09,09,23.2,1,Y
IDCJAC0010,086338,2013,09,10,16.6,1,Y
IDCJAC0010,086338,2013,09,11,16.9,1,Y
IDCJAC0010,086338,2013,09,12,13.9,1,Y
IDCJAC0010,086338,2013,09,13,16.4,1,Y
IDCJAC0010,086338,2013,09,14,17.5,1,Y
IDCJAC0010,086338,2013,09,15,21.9,1,Y
IDCJAC0010,086338,2013,09,16,16.9,1,Y
IDCJAC0010,086338,2013,09,17,17.7,1,Y
IDCJAC0010,086338,2013,09,18,19.7,1,Y
IDCJAC0010,086338,2013,09,19,17.2,1,Y
IDCJAC0010,086338,2013,09,20,17.1,1,Y
IDCJAC0010,086338,2013,09,21,19.4,1,Y
IDCJAC0010,086338,2013,09,22,21.7,1,Y
IDCJAC0010,086338,2013,09,23,24.3,1,Y
IDCJAC0010,086338,2013,09,24,24.0,1,Y
IDCJAC0010,086338,2013,09,25,23.6,1,Y
IDCJAC0010,086338,2013,09,26,15.3,1,Y
IDCJAC0010,086338,2013,09,27,20.3,1,Y
IDCJAC0010,086338,2013,09,28,15.9,1,Y
IDCJAC0010,086338,2013,09,29,21.0,1,Y
IDCJAC0010,086338,2013,09,30,23.8,1,Y
IDCJAC0010,086338,2013,10,01,16.3,1,Y
IDCJAC0010,086338,2013,10,02,17.1,1,Y
IDCJAC0010,086338,2013,10,03,14.7,1,Y
IDCJAC0010,086338,2013,10,04,21.0,1,Y
IDCJAC0010,086338,2013,10,05,25.2,1,Y
IDCJAC0010,086338,2013,10,06,17.9,1,Y
IDCJAC0010,086338,2013,10,07,16.9,1,Y
IDCJAC0010,086338,2013,10,08,20.8,1,Y
IDCJAC0010,086338,2013,10,09,26.7,1,Y
IDCJAC0010,086338,2013,10,10,15.5,1,Y
IDCJAC0010,086338,2013,10,11,20.6,1,Y
IDCJAC0010,086338,2013,10,12,25.4,1,Y
IDCJAC0010,086338,2013,10,13,17.0,1,Y
IDCJAC0010,086338,2013,10,14,14.4,1,Y
IDCJAC0010,086338,2013,10,15,19.4,1,Y
IDCJAC0010,086338,2013,10,16,28.0,1,Y
IDCJAC0010,086338,2013,10,17,15.3,1,Y
IDCJAC0010,086338,2013,10,18,22.0,1,Y
IDCJAC0010,086338,2013,10,19,26.5,1,Y
IDCJAC0010,086338,2013,10,20,31.6,1,Y
IDCJAC0010,086338,2013,10,21,17.4,1,Y
IDCJAC0010,086338,2013,10,22,16.1,1,Y
IDCJAC0010,086338,2013,10,23,15.3,1,Y
IDCJAC0010,086338,2013,10,24,14.3,1,Y
IDCJAC0010,086338,2013,10,25,15.7,1,Y
IDCJAC0010,086338,2013,10,26,16.2,1,Y
IDCJAC0010,086338,2013,10,27,16.9,1,Y
IDCJAC0010,086338,2013,10,28,17.6,1,Y
IDCJAC0010,086338,2013,10,29,16.2,1,Y
IDCJAC0010,086338,2013,10,30,18.0,1,Y
IDCJAC0010,086338,2013,10,31,16.2,1,Y
IDCJAC0010,086338,2013,11,01,20.1,1,Y
IDCJAC0010,086338,2013,11,02,24.6,1,Y
IDCJAC0010,086338,2013,11,03,16.6,1,Y
IDCJAC0010,086338,2013,11,04,15.9,1,Y
IDCJAC0010,086338,2013,11,05,25.0,1,Y
IDCJAC0010,086338,2013,11,06,30.3,1,Y
IDCJAC0010,086338,2013,11,07,25.8,1,Y
IDCJAC0010,086338,2013,11,08,17.7,1,Y
IDCJAC0010,086338,2013,11,09,15.8,1,Y
IDCJAC0010,086338,2013,11,10,16.3,1,Y
IDCJAC0010,086338,2013,11,11,18.9,1,Y
IDCJAC0010,086338,2013,11,12,16.0,1,Y
IDCJAC0010,086338,2013,11,13,14.6,1,Y
IDCJAC0010,086338,2013,11,14,15.9,1,Y
IDCJAC0010,086338,2013,11,15,17.0,1,Y
IDCJAC0010,086338,2013,11,16,17.1,1,Y
IDCJAC0010,086338,2013,11,17,18.6,1,Y
IDCJAC0010,086338,2013,11,18,26.9,1,Y
IDCJAC0010,086338,2013,11,19,30.6,1,Y
IDCJAC0010,086338,2013,11,20,17.8,1,Y
IDCJAC0010,086338,2013,11,21,22.7,1,Y
IDCJAC0010,086338,2013,11,22,21.9,1,Y
IDCJAC0010,086338,2013,11,23,18.7,1,Y
IDCJAC0010,086338,2013,11,24,17.7,1,Y
IDCJAC0010,086338,2013,11,25,21.7,1,Y
IDCJAC0010,086338,2013,11,26,28.2,1,Y
IDCJAC0010,086338,2013,11,27,32.7,1,Y
IDCJAC0010,086338,2013,11,28,24.1,1,Y
IDCJAC0010,086338,2013,11,29,16.7,1,Y
IDCJAC0010,086338,2013,11,30,17.9,1,Y
IDCJAC0010,086338,2013,12,01,30.8,1,Y
IDCJAC0010,086338,2013,12,02,35.5,1,Y
IDCJAC0010,086338,2013,12,03,25.4,1,Y
IDCJAC0010,086338,2013,12,04,21.1,1,Y
IDCJAC0010,086338,2013,12,05,15.6,1,Y
IDCJAC0010,086338,2013,12,06,17.5,1,Y
IDCJAC0010,086338,2013,12,07,26.1,1,Y
IDCJAC0010,086338,2013,12,08,27.6,1,Y
IDCJAC0010,086338,2013,12,09,18.1,1,Y
IDCJAC0010,086338,2013,12,10,20.3,1,Y
IDCJAC0010,086338,2013,12,11,20.0,1,Y
IDCJAC0010,086338,2013,12,12,21.8,1,Y
IDCJAC0010,086338,2013,12,13,22.5,1,Y
IDCJAC0010,086338,2013,12,14,18.1,1,Y
IDCJAC0010,086338,2013,12,15,19.1,1,Y
IDCJAC0010,086338,2013,12,16,19.3,1,Y
IDCJAC0010,086338,2013,12,17,19.7,1,Y
IDCJAC0010,086338,2013,12,18,26.3,1,Y
IDCJAC0010,086338,2013,12,19,39.2,1,Y
IDCJAC0010,086338,2013,12,20,22.2,1,Y
IDCJAC0010,086338,2013,12,21,21.0,1,Y
IDCJAC0010,086338,2013,12,22,28.7,1,Y
IDCJAC0010,086338,2013,12,23,17.3,1,Y
IDCJAC0010,086338,2013,12,24,21.5,1,Y
IDCJAC0010,086338,2013,12,25,31.6,1,Y
IDCJAC0010,086338,2013,12,26,26.7,1,Y
IDCJAC0010,086338,2013,12,27,21.3,1,Y
IDCJAC0010,086338,2013,12,28,36.2,1,Y
IDCJAC0010,086338,2013,12,29,18.9,1,Y
IDCJAC0010,086338,2013,12,30,20.7,1,Y
IDCJAC0010,086338,2013,12,31,24.6,1,Y
IDCJAC0010,086338,2014,01,01,26.5,1,Y
IDCJAC0010,086338,2014,01,02,21.8,1,Y
IDCJAC0010,086338,2014,01,03,21.6,1,Y
IDCJAC0010,086338,2014,01,04,20.8,1,Y
IDCJAC0010,086338,2014,01,05,26.2,1,Y
IDCJAC0010,086338,2014,01,06,18.8,1,Y
IDCJAC0010,086338,2014,01,07,19.2,1,Y
IDCJAC0010,086338,2014,01,08,27.2,1,Y
IDCJAC0010,086338,2014,01,09,32.3,1,Y
IDCJAC0010,086338,2014,01,10,34.3,1,Y
IDCJAC0010,086338,2014,01,11,21.1,1,Y
IDCJAC0010,086338,2014,01,12,20.7,1,Y
IDCJAC0010,086338,2014,01,13,29.0,1,Y
IDCJAC0010,086338,2014,01,14,42.0,1,Y
IDCJAC0010,086338,2014,01,15,41.6,1,Y
IDCJAC0010,086338,2014,01,16,43.4,1,Y
IDCJAC0010,086338,2014,01,17,42.5,1,Y
IDCJAC0010,086338,2014,01,18,23.2,1,Y
IDCJAC0010,086338,2014,01,19,20.8,1,Y
IDCJAC0010,086338,2014,01,20,23.4,1,Y
IDCJAC0010,086338,2014,01,21,21.9,1,Y
IDCJAC0010,086338,2014,01,22,21.7,1,Y
IDCJAC0010,086338,2014,01,23,28.4,1,Y
IDCJAC0010,086338,2014,01,24,21.4,1,Y
IDCJAC0010,086338,2014,01,25,19.1,1,Y
IDCJAC0010,086338,2014,01,26,27.2,1,Y
IDCJAC0010,086338,2014,01,27,34.6,1,Y
IDCJAC0010,086338,2014,01,28,41.0,1,Y
IDCJAC0010,086338,2014,01,29,22.9,1,Y
IDCJAC0010,086338,2014,01,30,28.1,1,Y
IDCJAC0010,086338,2014,01,31,24.8,1,Y
IDCJAC0010,086338,2014,02,01,27.7,1,Y
IDCJAC0010,086338,2014,02,02,38.1,1,Y
IDCJAC0010,086338,2014,02,03,34.6,1,Y
IDCJAC0010,086338,2014,02,04,25.8,1,Y
IDCJAC0010,086338,2014,02,05,30.3,1,Y
IDCJAC0010,086338,2014,02,06,34.5,1,Y
IDCJAC0010,086338,2014,02,07,35.6,1,Y
IDCJAC0010,086338,2014,02,08,40.7,1,Y
IDCJAC0010,086338,2014,02,09,39.4,1,Y
IDCJAC0010,086338,2014,02,10,22.4,1,Y
IDCJAC0010,086338,2014,02,11,25.5,1,Y
IDCJAC0010,086338,2014,02,12,25.7,1,Y
IDCJAC0010,086338,2014,02,13,25.5,1,Y
IDCJAC0010,086338,2014,02,14,25.5,1,Y
IDCJAC0010,086338,2014,02,15,28.2,1,Y
IDCJAC0010,086338,2014,02,16,21.6,1,Y
IDCJAC0010,086338,2014,02,17,24.6,1,Y
IDCJAC0010,086338,2014,02,18,30.7,1,Y
IDCJAC0010,086338,2014,02,19,24.6,1,Y
IDCJAC0010,086338,2014,02,20,20.0,1,Y
IDCJAC0010,086338,2014,02,21,19.4,1,Y
IDCJAC0010,086338,2014,02,22,19.3,1,Y
IDCJAC0010,086338,2014,02,23,21.2,1,Y
IDCJAC0010,086338,2014,02,24,23.9,1,Y
IDCJAC0010,086338,2014,02,25,33.2,1,Y
IDCJAC0010,086338,2014,02,26,20.6,1,Y
IDCJAC0010,086338,2014,02,27,20.0,1,Y
IDCJAC0010,086338,2014,02,28,21.3,1,Y
IDCJAC0010,086338,2014,03,01,22.3,1,Y
IDCJAC0010,086338,2014,03,02,21.2,1,Y
IDCJAC0010,086338,2014,03,03,23.2,1,Y
IDCJAC0010,086338,2014,03,04,32.9,1,Y
IDCJAC0010,086338,2014,03,05,22.6,1,Y
IDCJAC0010,086338,2014,03,06,19.6,1,Y
IDCJAC0010,086338,2014,03,07,22.0,1,Y
IDCJAC0010,086338,2014,03,08,27.4,1,Y
IDCJAC0010,086338,2014,03,09,32.6,1,Y
IDCJAC0010,086338,2014,03,10,32.3,1,Y
IDCJAC0010,086338,2014,03,11,31.7,1,Y
IDCJAC0010,086338,2014,03,12,20.4,1,Y
IDCJAC0010,086338,2014,03,13,21.4,1,Y
IDCJAC0010,086338,2014,03,14,25.9,1,Y
IDCJAC0010,086338,2014,03,15,29.5,1,Y
IDCJAC0010,086338,2014,03,16,20.3,1,Y
IDCJAC0010,086338,2014,03,17,25.3,1,Y
IDCJAC0010,086338,2014,03,18,24.3,1,Y
IDCJAC0010,086338,2014,03,19,21.0,1,Y
IDCJAC0010,086338,2014,03,20,30.3,1,Y
IDCJAC0010,086338,2014,03,21,22.7,1,Y
IDCJAC0010,086338,2014,03,22,18.1,1,Y
IDCJAC0010,086338,2014,03,23,17.7,1,Y
IDCJAC0010,086338,2014,03,24,18.2,1,Y
IDCJAC0010,086338,2014,03,25,24.4,1,Y
IDCJAC0010,086338,2014,03,26,26.9,1,Y
IDCJAC0010,086338,2014,03,27,25.8,1,Y
IDCJAC0010,086338,2014,03,28,20.5,1,Y
IDCJAC0010,086338,2014,03,29,22.1,1,Y
IDCJAC0010,086338,2014,03,30,24.3,1,Y
IDCJAC0010,086338,2014,03,31,30.5,1,Y
IDCJAC0010,086338,2014,04,01,33.1,1,Y
IDCJAC0010,086338,2014,04,02,24.9,1,Y
IDCJAC0010,086338,2014,04,03,17.7,1,Y
IDCJAC0010,086338,2014,04,04,19.4,1,Y
IDCJAC0010,086338,2014,04,05,24.2,1,Y
IDCJAC0010,086338,2014,04,06,24.3,1,Y
IDCJAC0010,086338,2014,04,07,25.5,1,Y
IDCJAC0010,086338,2014,04,08,22.1,1,Y
IDCJAC0010,086338,2014,04,09,17.9,1,Y
IDCJAC0010,086338,2014,04,10,19.0,1,Y
IDCJAC0010,086338,2014,04,11,18.6,1,Y
IDCJAC0010,086338,2014,04,12,22.3,1,Y
IDCJAC0010,086338,2014,04,13,20.3,1,Y
IDCJAC0010,086338,2014,04,14,20.6,1,Y
IDCJAC0010,086338,2014,04,15,20.3,1,Y
IDCJAC0010,086338,2014,04,16,21.0,1,Y
IDCJAC0010,086338,2014,04,17,23.5,1,Y
IDCJAC0010,086338,2014,04,18,18.7,1,Y
IDCJAC0010,086338,2014,04,19,17.0,1,Y
IDCJAC0010,086338,2014,04,20,19.2,1,Y
IDCJAC0010,086338,2014,04,21,19.0,1,Y
IDCJAC0010,086338,2014,04,22,17.2,1,Y
IDCJAC0010,086338,2014,04,23,18.4,1,Y
IDCJAC0010,086338,2014,04,24,17.0,1,Y
IDCJAC0010,086338,2014,04,25,20.7,1,Y
IDCJAC0010,086338,2014,04,26,19.2,1,Y
IDCJAC0010,086338,2014,04,27,16.7,1,Y
IDCJAC0010,086338,2014,04,28,22.8,1,Y
IDCJAC0010,086338,2014,04,29,20.2,1,Y
IDCJAC0010,086338,2014,04,30,16.3,1,Y
IDCJAC0010,086338,2014,05,01,15.9,1,Y
IDCJAC0010,086338,2014,05,02,14.4,1,Y
IDCJAC0010,086338,2014,05,03,16.0,1,Y
IDCJAC0010,086338,2014,05,04,13.2,1,Y
IDCJAC0010,086338,2014,05,05,16.9,1,Y
IDCJAC0010,086338,2014,05,06,15.4,1,Y
IDCJAC0010,086338,2014,05,07,15.3,1,Y
IDCJAC0010,086338,2014,05,08,18.7,1,Y
IDCJAC0010,086338,2014,05,09,19.1,1,Y
IDCJAC0010,086338,2014,05,10,16.3,1,Y
IDCJAC0010,086338,2014,05,11,19.6,1,Y
IDCJAC0010,086338,2014,05,12,18.7,1,Y
IDCJAC0010,086338,2014,05,13,20.8,1,Y
IDCJAC0010,086338,2014,05,14,21.1,1,Y
IDCJAC0010,086338,2014,05,15,22.9,1,Y
IDCJAC0010,086338,2014,05,16,23.4,1,Y
IDCJAC0010,086338,2014,05,17,20.3,1,Y
IDCJAC0010,086338,2014,05,18,22.4,1,Y
IDCJAC0010,086338,2014,05,19,23.5,1,Y
IDCJAC0010,086338,2014,05,20,21.8,1,Y
IDCJAC0010,086338,2014,05,21,23.7,1,Y
IDCJAC0010,086338,2014,05,22,21.0,1,Y
IDCJAC0010,086338,2014,05,23,19.8,1,Y
IDCJAC0010,086338,2014,05,24,16.3,1,Y
IDCJAC0010,086338,2014,05,25,20.9,1,Y
IDCJAC0010,086338,2014,05,26,22.2,1,Y
IDCJAC0010,086338,2014,05,27,20.5,1,Y
IDCJAC0010,086338,2014,05,28,18.2,1,Y
IDCJAC0010,086338,2014,05,29,15.5,1,Y
IDCJAC0010,086338,2014,05,30,17.5,1,Y
IDCJAC0010,086338,2014,05,31,18.9,1,Y
IDCJAC0010,086338,2014,06,01,15.3,1,Y
IDCJAC0010,086338,2014,06,02,16.4,1,Y
IDCJAC0010,086338,2014,06,03,16.3,1,Y
IDCJAC0010,086338,2014,06,04,18.7,1,Y
IDCJAC0010,086338,2014,06,05,15.1,1,Y
IDCJAC0010,086338,2014,06,06,15.3,1,Y
IDCJAC0010,086338,2014,06,07,16.4,1,Y
IDCJAC0010,086338,2014,06,08,14.8,1,Y
IDCJAC0010,086338,2014,06,09,15.6,1,Y
IDCJAC0010,086338,2014,06,10,18.6,1,Y
IDCJAC0010,086338,2014,06,11,17.1,1,Y
IDCJAC0010,086338,2014,06,12,16.4,1,Y
